ID,Number of Cities,Std. Dev. of Distance Matrix,X Coord. of Centroid,Y Coord. of Centroid,Radius of Customer Position,Fraction of Distinct Distance Matrix,Std. Dev. of Nearest Neighbor Distance,CV of Nearest Neighbor Distance,Ratio of Clusters to Total Customers,Ratio of Outlier Customers to Total Customers,Ratio of Edge Customers to Total Customers,Number of Clusters,Avg. Cluster Radius,X Coord. of Depot,Y Coord. of Depot,Std. Dev. of Customer Demand,Ratio of Total Demand to Total Capacity,Ratio of Max. Cluster Demand to Total Capacity,Ratio of Outlier Demand to Total Demand,Ratio of Max. Demand to Vehicle Capacity,Avg. Route Length,Area of Instance,Min. Number of Trucks,Label
4177,54,150.6099774,247.5,251.5,203.7761922,0.96,22.43459434,0.792874567,0.055555556,0.203703704,0.055555556,3,59.53061944,250,250,0.118775529,0.919303797,1.689873418,0.197934596,0.582278481,13.5,231217,4,SOM
4178,109,129.5385439,254,260.5,177.7323041,0.79,21.59574889,1.089336536,0.027522936,0.146788991,0.055045872,3,56.3978136,109,205,0.03165035,0.923809524,3.422222222,0.154639175,0.111111111,15.57142857,233700,7,SOM
4179,119,127.4269401,248,249,191.7277529,0.81,13.19742332,0.517547558,0.092436975,0.109243697,0.226890756,11,39.47421148,258,436,0.014273989,0.943447697,2.551463645,0.114101423,0.094428706,13.22222222,244020,9,SOM
4180,94,122.2194127,247,250,190.2884727,0,0.43296421,0.016693019,0.053191489,0,0.106382979,5,124.5263158,250,250,0.011977632,0.946428571,1.223015873,0,0.079365079,15.66666667,187200,6,SOM
4181,124,129.2861896,249.5,249.5,191.0266309,0.8,14.21451168,0.569717355,0.024193548,0.088709677,0.096774194,3,82.01102148,0,0,0.011371279,0.889632747,6.067329763,0.089550634,0.076511094,15.5,245021,8,SOM
4182,194,112.5104255,252.5,271,154.5049046,0.48,16.17206589,1.015391418,0.025773196,0.149484536,0.072164948,5,38.82352294,329,11,0.012665344,0.981430082,6.85652921,0.150831594,0.085910653,14.92307692,232155,13,SOM
4183,129,122.2218659,246.5,250,189.7768319,0,0.741318267,0.039207231,0.03875969,0,0.07751938,5,124.412,250,250,0.028167622,0.927197802,1.451923077,0,0.096153846,18.42857143,190000,7,SOM
4184,44,105.1600969,239,192,147.3569858,0.97,19.41996465,0.61194087,0.068181818,0.136363636,0.159090909,3,58.92788922,0,0,0.028216006,0.841423948,1.155339806,0.092307692,0.097087379,14.66666667,171666,3,SOM
4185,169,120.5997055,247,251.5,174.940949,0.64,11.64664249,0.636206117,0.035502959,0.118343195,0.147928994,6,53.2771266,250,250,0.015083758,0.976809397,7.17044335,0.118395531,0.098522167,13,242550,13,SOM
4186,134,136.8339266,251,249,205.7441425,0.8,14.47192141,0.663048592,0.074626866,0.179104478,0.201492537,10,39.56857788,0,0,1.39E-17,0.937062937,2.615384615,0.179104478,0.076923077,12.18181818,248000,11,SOM
4187,79,142.2843542,252.5,252.5,214.1592103,0.92,12.83494335,0.53026955,0.075949367,0.126582278,0.151898734,6,49.84814398,0,0,0.011735365,0.918631179,2.003802281,0.133112583,0.076045627,15.8,246012,5,SOM
4188,69,125.1594393,253,246.5,191.4539811,0.93,15.88420869,0.550578368,0.057971014,0.173913043,0.115942029,4,56.00637016,109,439,0.022495669,0.895116919,4.324621733,0.156358048,0.137551582,8.625,242554,8,SOM
4189,134,116.6005402,184,253,167.5750491,0.71,12.73700783,0.735771308,0.02238806,0.134328358,0.059701493,3,64.51547968,250,250,0.017096442,0.995295699,4.498847926,0.144882801,0.115207373,11.16666667,177144,12,SOM
4190,49,132.9381459,253,246.5,191.0005821,0.96,27.56447965,0.718708842,0.081632653,0.204081633,0.244897959,4,55.98345465,0,0,0.030115938,0.843537415,0.785714286,0.189516129,0.102040816,16.33333333,234684,3,SOM
4191,124,120.9309672,251,251.5,182.944945,0.78,13.55298611,0.587767722,0.024193548,0.088709677,0.112903226,3,87.50287323,321,297,2.78E-17,0.984126984,9.777777778,0.088709677,0.111111111,8.857142857,239598,14,SOM
4192,29,116.5514473,262,273.5,153.1621797,0.99,27.58345994,0.778225306,0.068965517,0.24137931,0.137931034,2,63.09400034,332,75,0.01089033,0.909836066,0.801639344,0.254054054,0.080327869,14.5,202950,2,SOM
4193,144,118.5666555,247.5,247,162.2614732,0.68,14.13237775,0.73721435,0.055555556,0.25,0.1875,8,32.62691331,88,385,0.035303386,0.905681818,1.840909091,0.247176913,0.113636364,14.4,210090,10,SOM
4194,44,95.70676836,197.5,285.5,126.1665304,0.95,25.73378494,0.887114297,0.045454545,0.136363636,0.068181818,2,61.77172053,250,250,0.010200105,0.823319027,1.873390558,0.14103678,0.071530758,14.66666667,157875,3,SOM
4195,49,133.4698964,257.5,241,200.3106096,0.95,30.48884296,0.921646631,0.040816327,0.102040816,0.102040816,2,97.06716312,250,250,0.011336186,0.944825833,2.254004577,0.111679225,0.075514874,16.33333333,216310,3,SOM
4196,134,121.2389407,243,250,188.2251911,0,0.848827761,0.047430359,0.037313433,0,0.074626866,5,122.2666667,250,250,0.012875325,0.979613527,2.044444444,0,0.096618357,13.4,187200,10,SOM
4197,144,107.0235354,244,253.5,152.1387241,0.65,12.75310014,0.631155923,0.048611111,0.229166667,0.152777778,7,37.76197723,250,250,1.39E-17,1,4,0.229166667,0.055555556,18,235708,8,SOM
4198,24,133.6268663,248.5,228,197.634147,0.99,40.3308987,0.922008242,0.083333333,0.041666667,0.166666667,2,126.5985622,256,293,0,1,0.541666667,0.041666667,0.041666667,24,209880,1,SOM
4199,89,122.6475479,257,252.5,182.7699058,0.87,16.56112366,0.64760825,0.04494382,0.101123596,0.112359551,4,65.19469271,250,250,2.78E-17,0.988888889,5.777777778,0.101123596,0.111111111,8.9,240570,10,SOM
4200,49,121.4571074,240.5,236,160.5931208,0.94,26.15328317,0.922581457,0.040816327,0.102040816,0.081632653,2,82.1672233,0,0,0.029745197,0.895833333,1.9375,0.100775194,0.104166667,16.33333333,214760,3,SOM
4201,59,135.908985,250.5,250,201.4183186,0.97,24.49853945,0.639328751,0.06779661,0.271186441,0.203389831,4,61.55614004,0,0,0.012997138,0.840294388,1.983440662,0.273483687,0.09199632,11.8,248000,5,SOM
4202,59,127.8824345,254,248.5,196.5825159,0.95,22.06006582,0.599751945,0.050847458,0.322033898,0.101694915,3,62.4996995,0,0,0.034746349,0.981927711,1.518072289,0.340490798,0.120481928,14.75,244032,4,SOM
4203,64,131.9760211,239.5,249,204.8039768,0.95,20.87225667,0.662795916,0.0625,0.078125,0.109375,4,67.35903776,250,250,0.067988675,0.838263359,0.940839695,0.109277177,0.188931298,16,229810,4,SOM
4204,54,93.65052867,174,227.5,119.5897471,0.92,19.71771773,0.810114258,0.037037037,0.12962963,0.037037037,2,55.74183725,250,250,0.009438011,0.845238095,2.026623377,0.139820743,0.064935065,18,141384,3,SOM
4205,199,120.0761539,248.5,245.5,167.1347577,0.52,10.04570104,0.66595987,0.060301508,0.236180905,0.195979899,12,24.29343911,250,250,0.025365215,0.927433628,2.920353982,0.214694656,0.088495575,19.9,221265,10,SOM
4206,114,132.7290846,251.5,250.5,198.2321226,0.83,16.00764746,0.639336641,0.061403509,0.245614035,0.175438596,7,35.8313264,0,0,0.067560304,0.942927171,1.260504202,0.302265132,0.210084034,19,249000,6,SOM
4207,134,126.7393305,250.5,248.5,186.1065401,0.78,14.69145844,0.667933727,0.029850746,0.067164179,0.156716418,4,65.63578039,0,0,0,0.930555556,6.875,0.067164179,0.0625,14.88888889,246512,9,SOM
4208,179,119.1189319,233.5,250,184.3842921,0,0.315343211,0.024319528,0.027932961,0,0.055865922,5,117.5571429,250,250,0.025768402,0.979104478,4.044776119,0,0.149253731,8.95,182000,20,SOM
4209,114,128.9758477,249.5,248,201.3384424,0.84,13.59175346,0.544169591,0.043859649,0.087719298,0.114035088,5,70.17084278,142,288,0.107488592,0.927371542,3.181818182,0.021843367,0.395256917,14.25,239520,8,SOM
4210,49,144.5448373,263.5,249,215.7372464,0.96,24.89122012,0.733683554,0.12244898,0.06122449,0.204081633,6,52.0508801,0,0,0,0.942307692,1.692307692,0.06122449,0.076923077,12.25,241530,4,SOM
4211,59,123.9407286,246,242,186.9438694,0.94,17.20304927,0.565575454,0.050847458,0.101694915,0.13559322,3,70.34025595,250,250,0.072679879,0.855235043,2.534188034,0.068707058,0.213675214,14.75,232320,4,SOM
4212,39,127.4894849,260.5,242,187.991258,0.98,23.11980247,0.538024522,0.128205128,0.128205128,0.282051282,5,50.60371341,250,250,0.012495487,0.778567667,0.687203791,0.146770375,0.078199052,13,226028,3,SOM
4213,154,123.2915848,252,249,192.1484535,0.72,10.73253725,0.466979172,0.045454545,0.051948052,0.162337662,7,61.95195593,389,265,0.017657991,0.958579882,4.373626374,0.055555556,0.10989011,11.84615385,246016,13,SOM
4214,74,115.6386997,265.5,245,152.5372225,0.88,30.68496281,1.220865044,0.027027027,0.216216216,0.094594595,2,70.39215633,0,0,0.011122372,0.971428571,2.331428571,0.222977941,0.070714286,18.5,240584,4,SOM
4215,159,120.5175791,239.5,250,186.8542873,0,0.334353784,0.022346118,0.031446541,0,0.062893082,5,120.7258065,250,250,0.025520046,0.964305589,4.16360601,0,0.166944908,7.571428571,186000,21,SOM
4216,164,127.0659108,250,250,195.2637002,0.7,10.37913922,0.502107717,0.036585366,0.036585366,0.146341463,6,61.72349939,250,250,0.016241235,0.993996638,7.375650364,0.040666774,0.104058273,12.61538462,249000,13,SOM
4217,114,131.2698346,251,251,200.2129615,0.84,15.79675609,0.622880178,0.043859649,0.236842105,0.114035088,5,53.47317996,0,0,0,0.95,3.25,0.236842105,0.083333333,11.4,246000,10,SOM
4218,144,120.7820225,246,263,178.7357355,0.74,11.26879391,0.560150945,0.027777778,0.076388889,0.118055556,4,74.56743518,401,67,0.093515084,0.903930131,5.956331878,0.067096082,0.43231441,16,231280,9,SOM
4219,44,136.6272961,257.5,238.5,200.095219,0.97,25.48206135,0.648859908,0.045454545,0.363636364,0.113636364,2,76.75699061,311,19,0.013260003,0.956992231,1.231964484,0.360394317,0.109877913,11,225625,4,SOM
4220,79,141.9909832,261.5,255,187.1917582,0.89,18.30906513,0.788339618,0.037974684,0.126582278,0.050632911,3,54.94401989,309,12,0.015022441,0.895454545,2.345454545,0.13536379,0.090909091,13.16666667,223930,6,SOM
4221,139,138.5689634,247,248.5,214.1108418,0.79,11.95506024,0.578838224,0.028776978,0.151079137,0.043165468,4,73.67135642,250,250,0.009743959,0.90990991,2.951489951,0.144611577,0.069300069,17.375,245518,8,SOM
4222,129,125.9217419,249.5,248,190.6692214,0.78,11.5541649,0.553805199,0.046511628,0.062015504,0.11627907,6,60.38269919,210,88,0.037240424,0.942942943,4.55984556,0.070215347,0.127413127,14.33333333,245518,9,SOM
4223,69,134.6062897,249,251.5,207.9545538,0.94,17.72422171,0.541903927,0.057971014,0.15942029,0.15942029,4,69.23881745,250,250,0.078423632,0.91509434,1.150943396,0.16838488,0.301886792,17.25,246512,4,SOM
4224,49,124.6261639,250,250,187.0182241,0.03,5.676480972,0.111735646,0.020408163,0,0,1,187.0182241,0,0,0.052207918,0.878091873,4.390459364,0,0.176678445,9.8,213750,5,SOM
4225,64,123.4084693,247,250,186.3198273,0.03,4.69126162,0.121592356,0.078125,0,0.15625,5,121.0153846,0,0,0.071471578,0.852649007,0.93598234,0,0.205298013,16,213750,4,SOM
4226,74,143.3362648,350,249.5,186.8661686,0.87,16.38790851,0.934814229,0.027027027,0.148648649,0.027027027,2,62.14224399,250,250,0.091643079,0.975355691,6.411585366,0.162802813,0.304878049,6.166666667,143712,12,SOM
4227,79,129.1744236,257.5,219.5,185.6436288,0.87,11.89264911,0.517876142,0.037974684,0.113924051,0.139240506,3,59.35614135,250,250,0.017481631,0.897686298,5.235576923,0.109623431,0.118990385,9.875,202245,8,SOM
4228,139,117.8369031,250,272,180.9367235,0.72,11.40048594,0.644835036,0.014388489,0.071942446,0.115107914,2,110.9446051,343,195,0.089777444,0.921958457,5.976261128,0.075635661,0.293768546,13.9,226000,10,SOM
4229,124,125.1015143,248.5,259,182.8408414,0.76,17.87930341,0.734815067,0.032258065,0.112903226,0.137096774,4,63.51705014,0,0,0.009721814,0.915625,4.21875,0.106939704,0.0625,20.66666667,246500,6,SOM
4230,49,119.599706,263.5,263,170.5198456,0.96,21.18669304,0.54821955,0.040816327,0.204081633,0.06122449,2,99.27463677,157,452,0.041371489,0.871696801,1.826147427,0.21938572,0.139082058,12.25,207468,4,SOM
4231,174,124.7410857,251.5,251.5,188.5124665,0.66,9.837662297,0.51869888,0.063218391,0.189655172,0.201149425,11,39.09696108,0,0,0.008953355,0.918977138,1.639774859,0.188279773,0.062539087,19.33333333,250000,9,SOM
4232,69,128.8277342,250,247,192.5188856,0.93,22.47548011,0.707535942,0.072463768,0.130434783,0.304347826,5,65.00363555,0,0,0.0135922,0.904132231,1.768595041,0.144424132,0.082644628,13.8,241056,5,SOM
4233,74,119.8807704,273.5,251,166.5654925,0.89,21.5127697,0.932103035,0.081081081,0.216216216,0.162162162,6,32.49703512,475,123,0.01129694,0.908566722,0.855024712,0.217951043,0.082372323,14.8,212772,5,SOM
4234,114,121.5667362,250.5,255.5,193.3683754,0.82,16.39235839,0.681795672,0.01754386,0.131578947,0.070175439,2,125.2008765,250,250,0.10924042,0.903801843,5.838709677,0.108986616,0.456221198,14.25,244011,8,SOM
4235,174,121.6375689,245,250,187.2916495,0.01,2.809403144,0.196775677,0.028735632,0,0.057471264,5,121.8023529,467,303,0.010881961,0.907638889,1.74375,0,0.0625,19.33333333,190400,9,SOM
4236,29,122.68856,248.5,250,193.4774778,0.01,10.14832527,0.1263277,0.034482759,0,0.137931034,1,193.4774778,250,250,1.39E-17,0.805555556,3.222222222,0,0.111111111,7.25,166000,4,SOM
4237,134,125.668991,250.5,251,190.1903329,0.78,13.47663511,0.564635724,0.074626866,0.246268657,0.201492537,10,38.66084965,250,250,0.01636015,0.94963685,1.956422018,0.255610345,0.114678899,11.16666667,247506,12,SOM
4238,189,123.9352576,254.5,249.5,192.1489829,0.63,10.91981136,0.568441556,0.042328042,0.100529101,0.17989418,8,52.9978614,250,250,0.008843845,0.960361471,2.699938386,0.101083547,0.061614295,21,244011,9,SOM
4239,49,123.0371279,250,250,188.8027092,0.04,1.131636949,0.022736724,0.020408163,0,0,1,188.8027092,331,45,0,0.942307692,3.769230769,0,0.076923077,12.25,182250,4,SOM
4240,49,123.6843428,281,249,185.9616285,0.96,16.11242624,0.546261805,0.06122449,0.204081633,0.081632653,3,60.47776663,452,330,0,0.907407407,3.666666667,0.204081633,0.166666667,5.444444444,191880,9,SOM
4241,74,138.6248181,250,248,209.4024299,0.9,18.35477682,0.744363598,0.040540541,0.175675676,0.135135135,3,52.18484545,250,250,2.78E-17,0.880952381,1.857142857,0.175675676,0.071428571,12.33333333,234112,6,SOM
4242,54,128.4850498,273.5,246.5,182.9265797,0.94,37.66855563,1.195492425,0.074074074,0.166666667,0.092592593,4,37.61645513,0,0,0.047080149,0.843076923,2.323076923,0.135036496,0.153846154,10.8,235104,5,SOM
4243,34,122.552237,248,250,193.4491412,0.01,0.471008216,0.006644614,0.029411765,0,0.117647059,1,193.4491412,250,250,0.019877124,0.879847645,3.519390582,0,0.138504155,8.5,170400,4,SOM
4244,59,120.7436978,238,251.5,179.5136743,0.94,20.43283926,0.620005667,0.050847458,0.186440678,0.203389831,3,80.44820762,250,250,0.011337406,0.794701987,1.602649007,0.208333333,0.066225166,14.75,229830,4,SOM
4245,184,129.4531126,251,252,197.4777915,0.64,10.92890504,0.639815381,0.048913043,0.043478261,0.114130435,9,44.51606801,0,0,0.025723844,0.952380952,3.723214286,0.030208333,0.089285714,20.44444444,249500,9,SOM
4246,49,115.848908,244,211.5,175.0495404,0.96,20.45373261,0.646651249,0.081632653,0.102040816,0.244897959,4,75.38802125,250,250,0.179908801,0.952085182,2.819875776,0.156570363,0.590062112,7,199592,7,GA
4247,19,135.833799,207.5,252,179.5483494,1,50.50122151,0.890555646,0.052631579,0.263157895,0.105263158,1,123.4763992,477,60,0.012618112,0.808550186,1.219330855,0.245977011,0.106567534,9.5,204736,2,GA
4248,34,132.0507445,245.5,238,188.8044684,0.98,27.40894272,0.658809565,0.088235294,0.235294118,0.088235294,3,66.29574692,0,0,0.029172612,0.922859165,2.097664544,0.225843558,0.212314225,5.666666667,227465,6,GA
4249,24,127.3224344,237,248,182.0384371,1,39.26576897,0.697708813,0.083333333,0.333333333,0.125,2,70.3224374,0,0,0.134152956,1,0.986363636,0.327272727,0.431818182,12,227465,2,GA
4250,44,120.008168,254.5,254.5,186.9720482,0.97,21.42902718,0.515936855,0.045454545,0.068181818,0.090909091,2,127.9431588,250,250,1.39E-17,0.916666667,1.916666667,0.068181818,0.083333333,11,231261,4,GA
4251,34,125.2198377,248,250,184.8556194,0.06,7.809340693,0.107983111,0.029411765,0,0.147058824,1,184.8556194,0,0,0.024648686,0.801960784,4.009803922,0,0.160130719,6.8,207450,5,GA
4252,39,121.047103,253,250,169.8698105,0.98,31.483107,0.751016088,0.025641026,0.153846154,0.051282051,1,147.5817999,489,27,0.016717462,0.88874842,3.046776233,0.142958748,0.125158028,9.75,244036,4,GA
4253,34,157.592859,246.5,249.5,221.4295745,0.97,18.54544248,0.692092373,0.088235294,0.088235294,0.117647059,3,53.30504748,250,250,0.130414521,0.930851064,1.143617021,0.158095238,0.521276596,11.33333333,240051,3,GA
4254,19,122.9156619,249.5,250,194.4177578,0.02,11.69615321,0.121581634,0.052631579,0,0.263157895,1,194.4177578,250,250,0.080083984,0.55707196,1.114143921,0,0.243176179,9.5,150000,2,GA
4255,44,123.206201,247,250,186.749951,0.04,1.102219019,0.019980655,0.022727273,0,0.113636364,1,186.749951,490,108,0.04758127,0.934650015,10.28115016,0,0.313099042,4,185200,11,GA
4256,19,130.0992918,257.5,238,176.0451957,1,29.28109618,0.627170077,0.052631579,0.157894737,0.105263158,1,143.14355,250,250,0.095949315,0.752762431,1.466850829,0.025688073,0.270718232,9.5,200184,2,GA
4257,24,109.7383878,247.5,224.5,156.3459938,0.99,19.39632446,0.540694415,0.083333333,0.25,0.208333333,2,79.45567453,249,322,0.145417697,0.929078014,0.695035461,0.381679389,0.609929078,12,181355,2,GA
4258,24,127.1719105,250,250,183.4611643,0.01,11.6227766,0.113587365,0.041666667,0,0.208333333,1,183.4611643,0,0,0.011822279,0.68359375,1.3671875,0,0.078125,12,202500,2,GA
4259,29,134.2758036,249.5,241,199.812679,0.97,23.81289273,0.611670823,0.103448276,0,0.206896552,3,80.855674,250,250,0.016776865,0.781144781,1.515151515,0,0.101010101,9.666666667,214812,3,GA
4260,29,135.5554342,267,262.5,202.4931358,0.99,23.92730041,0.669372202,0.068965517,0.344827586,0.103448276,2,54.68618961,250,250,0.01381499,0.888429752,0.595041322,0.358139535,0.082644628,14.5,204336,2,GA
4261,34,123.5033369,265,249,174.2715295,0.99,22.26670484,0.583005395,0.058823529,0.147058824,0.205882353,2,82.89656796,373,387,0.154697265,0.920652174,2.169565217,0.041322314,0.430434783,8.5,188212,4,GA
4262,54,137.7219957,246.5,251.5,202.3127041,0.97,22.60582911,0.721102471,0.074074074,0.277777778,0.148148148,4,66.21977936,0,0,4.16E-17,0.9,1.3,0.277777778,0.1,9,245514,6,GA
4263,34,125.2198377,248,250,184.8556194,0.06,7.809340693,0.107983111,0.029411765,0,0.147058824,1,184.8556194,0,0,0.041549694,0.98824221,2.964726631,0,0.171075838,11.33333333,207450,3,GA
4264,29,119.831777,263,237.5,158.4250944,1,14.42443943,0.464241879,0.068965517,0.103448276,0.103448276,2,71.46918242,250,250,0.014467838,0.78308026,1.440347072,0.104801477,0.105206074,9.666666667,177552,3,GA
4265,64,128.266591,250,245,178.1215098,0.93,13.9122619,0.55358381,0.0625,0.1875,0.125,4,50.97955212,418,163,0.080014319,0.962167689,3.542944785,0.159050655,0.306748466,7.111111111,244000,9,GA
4266,39,138.7196,260,251,182.3581993,0.97,27.99282515,0.625900781,0.051282051,0.153846154,0.128205128,2,97.12317196,0,0,0.021028354,0.875294118,2.373529412,0.161962366,0.147058824,7.8,241000,5,GA
4267,39,152.6222106,261.5,244,216.872178,0.97,26.13850165,0.749870772,0.076923077,0.128205128,0.153846154,3,58.97858692,250,250,0.20079633,0.880392157,1.911764706,0.051224944,0.882352941,7.8,219112,5,GA
4268,44,135.868096,250.5,250,192.3915578,0.97,22.23827621,0.62415106,0.045454545,0.227272727,0.113636364,2,83.79890441,0,0,0.026377243,0.757748261,1.575901328,0.217445743,0.092030361,14.66666667,245508,3,GA
4269,44,129.5481837,251.5,248.5,199.9708512,0.95,26.09937477,0.63161234,0.136363636,0.227272727,0.181818182,6,44.56684178,266,31,0.059987543,0.985632184,2.344827586,0.256559767,0.344827586,3.666666667,242055,12,GA
4270,24,127.1719105,250,250,183.4611643,0.01,11.6227766,0.113587365,0.041666667,0,0.208333333,1,183.4611643,0,0,0.013389079,0.782729805,1.56545961,0,0.092850511,12,202500,2,GA
4271,64,130.0128424,256,237.5,196.0546913,0.94,21.24081412,0.683580866,0.109375,0.1875,0.21875,7,41.64940136,376,207,0.012543578,0.850131926,0.947229551,0.178357128,0.087950748,12.8,227050,5,GA
4272,24,118.7786545,258,250,170.5672462,0.99,23.80081774,0.502899749,0.083333333,0,0.291666667,2,97.31745382,30,222,0.025543792,0.83151184,2.695810565,0,0.180327869,6,174720,4,GA
4273,44,146.2576121,254.5,250.5,210.2527403,0.98,19.58332071,0.731219764,0.113636364,0.113636364,0.068181818,5,32.49836673,0,0,0.024412321,0.935920047,1.830687831,0.119660804,0.172839506,7.333333333,248500,6,GA
4274,19,165.1023792,225.5,258,223.6784282,1,34.02880652,0.690417287,0.105263158,0.157894737,0.105263158,2,71.03647045,0,0,0.080555423,0.777777778,1.638888889,0.151785714,0.277777778,4.75,220171,4,GA
4275,19,164.7562116,251,249.5,237.5208485,0.99,46.87746686,0.964808598,0.052631579,0.210526316,0.052631579,1,261.9618657,500,57,0.068335648,0.835282651,1.210526316,0.27537923,0.192982456,9.5,224387,2,GA
4276,24,123.2617532,250,250,189.3537209,0.08,10.97919372,0.115059096,0.041666667,0.041666667,0.208333333,1,185.2889821,399,191,0.040740803,0.69379845,1.374677003,0.009310987,0.124031008,12,160000,2,GA
4277,54,130.3183401,244.5,243.5,183.2761894,0.95,17.07924812,0.599349606,0.055555556,0.092592593,0.092592593,3,56.52747095,119,67,0.010416701,0.910697888,1.964187328,0.091504916,0.067493113,18,233285,3,GA
4278,39,135.8248913,257,245,174.31681,0.98,14.41204942,0.538411664,0.102564103,0.128205128,0.205128205,4,45.79117399,250,250,0.279390702,0.961873638,3.029411765,0.303510759,0.941176471,4.333333333,233288,9,GA
4279,29,122.68856,248.5,250,193.4774778,0.01,10.14832527,0.1263277,0.034482759,0,0.137931034,1,193.4774778,250,250,0.131823996,0.976470588,2.929411765,0,0.384313725,9.666666667,166000,3,GA
4280,19,125.4629617,247,240,193.0517424,0.99,28.75002338,0.623754194,0.105263158,0.210526316,0.157894737,2,78.77216819,250,250,0.037805282,0.692810458,1.137254902,0.141509434,0.176470588,6.333333333,195328,3,GA
4281,34,122.987263,246.5,259,187.5456255,0.98,24.01208054,0.549511992,0.088235294,0.147058824,0.176470588,3,78.49318073,250,250,0.018754013,0.980628655,1.638888889,0.154304883,0.14619883,8.5,212332,4,GA
4282,29,139.0444531,262.5,246.5,185.9424357,1,19.25088338,0.447080011,0.103448276,0.206896552,0.172413793,3,53.35543139,250,250,0.271629182,0.892523364,2.747663551,0.171029668,0.85046729,4.833333333,209781,6,GA
4283,24,129.892999,252.5,248,194.5546356,0.98,40.04086182,0.701704942,0.083333333,0.166666667,0.125,2,108.1961615,126,354,0.030709499,0.966037736,2.71967655,0.177455357,0.258760108,4.8,231800,5,GA
4284,24,125.8298124,256,252.5,194.7868913,0.98,35.31752031,0.680957566,0.041666667,0.333333333,0.083333333,1,118.2774989,151,329,0.009722377,0.535265989,0.713687986,0.333333333,0.059772863,12,236680,2,GA
4285,39,126.6805392,238,250,177.481744,0.98,21.58198157,0.624140624,0.051282051,0.153846154,0.153846154,2,88.15946602,116,399,2.78E-17,0.8125,2.416666667,0.153846154,0.083333333,9.75,217464,4,GA
4286,24,134.278338,249,233.5,200.5214753,0.99,33.2025059,0.645536934,0.041666667,0.375,0.083333333,1,143.0404817,140,425,0,0.631578947,0.789473684,0.375,0.052631579,12,228780,2,GA
4287,49,122.962842,250,250,192.6516907,0,4.948716593,0.100994216,0.020408163,0,0,1,192.6516907,250,250,0.066339818,0.957264957,5.743589744,0,0.256410256,8.166666667,180000,6,GA
4288,24,132.8197126,194,271,185.5500363,0.99,27.21585809,0.558466421,0.083333333,0.125,0.125,2,90.02738448,0,0,0,0.888888889,1.777777778,0.125,0.111111111,8,184630,3,GA
4289,44,125.1029137,249.5,241.5,193.0784535,0.96,21.9082999,0.610250046,0.068181818,0.113636364,0.204545455,3,65.79172999,0,0,0.029322396,0.898467433,3.254789272,0.106305209,0.189655172,6.285714286,237566,7,GA
4290,34,125.5912782,246.5,247,196.8684141,0.98,23.10551315,0.51544291,0.147058824,0.117647059,0.294117647,5,64.63981535,250,250,0.018727374,0.777777778,0.703703704,0.103174603,0.12345679,8.5,237644,4,GA
4291,19,143.4867083,338,248.5,154.9854463,0.99,57.36965664,1.125601629,0.052631579,0.263157895,0,1,75.42000076,0,0,0.013717469,0.538461538,0.807692308,0.25,0.076923077,9.5,226094,2,GA
4292,34,134.1815323,230,246,179.5061248,0.99,26.07975425,0.519760514,0.058823529,0.205882353,0.176470588,2,83.23154959,0,0,1.39E-17,0.871794872,1.461538462,0.205882353,0.076923077,11.33333333,224910,3,GA
4293,44,130.562503,247,247,175.7871729,0.98,37.79910378,1.064671771,0.090909091,0.159090909,0.136363636,4,46.7471649,0,0,0,0.956521739,0.826086957,0.159090909,0.043478261,22,231352,2,GA
4294,54,122.3322439,247,250,191.671101,0.01,0.566755786,0.01262518,0.092592593,0,0.185185185,5,125.1818182,250,250,0.043399127,0.952413952,2.684684685,0,0.297297297,4.153846154,180000,13,GA
4295,34,118.4411234,244.5,332.5,167.5775271,0.99,27.02247937,0.82176028,0.088235294,0.088235294,0.205882353,3,58.66917176,250,250,0.010984675,0.914201183,0.602810651,0.099514563,0.073224852,17,148335,2,GA
4296,34,130.227465,270,245,192.4543371,0.98,31.08424674,0.5724178,0.029411765,0.058823529,0.117647059,1,188.9071459,139,463,0.245853502,0.973333333,5.71,0.022260274,0.87,5.666666667,216580,6,GA
4297,29,149.7798028,267,258,177.4740679,0.98,22.26630439,0.901335899,0.068965517,0.137931034,0.137931034,2,51.12806214,250,250,0.098323312,0.899342105,3.217105263,0.164594001,0.328947368,5.8,187780,5,GA
4298,49,128.6062796,223.5,272.5,188.0140588,0.92,20.15586268,0.832143815,0.040816327,0.142857143,0.06122449,2,54.47036677,459,461,0.061730966,0.965608466,7.888888889,0.142465753,0.37037037,3.5,204295,14,GA
4299,19,162.8300192,245.5,288,194.7564904,0.98,50.11559778,1.087568059,0.105263158,0.052631579,0.210526316,2,65.37927546,0,0,0.074486706,0.78746594,2.397820163,0.01816609,0.25613079,4.75,216580,4,GA
4300,24,146.8454351,256,248.5,212.8025357,0.99,41.15877437,0.714782153,0.083333333,0.083333333,0.125,2,126.8563224,250,250,0.08753291,0.619607843,0.792156863,0.262658228,0.37254902,12,237644,2,GA
4301,34,142.3902743,249.5,256.5,215.8987424,0.99,24.28047913,0.565815029,0.058823529,0.176470588,0.176470588,2,114.1499051,57,172,0.093883259,0.901477833,3.068965517,0.169398907,0.344827586,4.857142857,238135,7,GA
